id,bod,datum,votes_pro,votes_proti,votes_zdrzel,votes_nehlasoval,prihlaseno,vysledek,nazev
52361,3,0,192,0,3,0,195,A,Inf.%20o%20ustaven%ED%20volebn%ED%20komise%20PS%20a%20volb%u011B%20%u010Dlen%u016F
52362,4,0,191,0,4,1,196,A,N%E1v.na%20stanoven%ED%20po%u010Dtu%20%u010Dl.%20MIV
52363,6,0,192,0,5,0,197,A,N%E1vrh%20na%20ustaven%ED%20MIV
52364,8,0,159,0,26,0,185,A,Inf.%20MIV%20o%20ov%u011B%u0159en%ED%20platnosti%20volby%20poslanc%u016F
52365,10,0,118,21,53,8,200,A,N%E1vrh%20na%20stanoven%ED%20po%u010Dtu%20m%EDstop%u0159edsed%u016F%20PS
52366,10,0,54,16,119,10,199,R,N%E1vrh%20na%20stanoven%ED%20po%u010Dtu%20m%EDstop%u0159edsed%u016F%20PS
52367,10,0,46,14,126,13,199,R,N%E1vrh%20na%20stanoven%ED%20po%u010Dtu%20m%EDstop%u0159edsed%u016F%20PS
52368,10,0,120,45,13,22,200,A,N%E1vrh%20na%20stanoven%ED%20po%u010Dtu%20m%EDstop%u0159edsed%u016F%20PS
52369,12,0,184,0,13,0,197,A,N%E1vrh%20na%20stanoven%ED%20po%u010Dtu%20ov%u011B%u0159ovatel%u016F%20PS
52370,13,0,190,0,8,0,198,A,N%E1vrh%20na%20nominaci%20ov%u011B%u0159ovatel%u016F%20PS
52371,0,0,190,0,9,0,199,A,%20
52372,14,0,168,1,18,11,198,A,N%E1vrh%20na%20z%u0159%EDzen%ED%20v%FDbor%u016F%20PS
52373,15,0,147,11,33,7,198,A,N%E1vrh%20na%20stanoven%ED%20po%u010Dtu%20%u010Dlen%u016F%20v%FDbor%u016F%20PS
52374,15,0,40,20,124,13,197,R,N%E1vrh%20na%20stanoven%ED%20po%u010Dtu%20%u010Dlen%u016F%20v%FDbor%u016F%20PS
52375,15,0,164,7,24,3,198,A,N%E1vrh%20na%20stanoven%ED%20po%u010Dtu%20%u010Dlen%u016F%20v%FDbor%u016F%20PS
52376,15,0,183,1,13,1,198,A,N%E1vrh%20na%20stanoven%ED%20po%u010Dtu%20%u010Dlen%u016F%20v%FDbor%u016F%20PS
52377,17,0,186,1,8,2,197,A,N%E1vrh%20term%EDnu%202.%20sch%u016Fze%20PS
52378,0,1278453600,159,0,10,0,169,A,%20
52379,0,1278453600,179,0,3,0,182,A,Po%u0159ad%20sch%u016Fze
52380,0,1278453600,183,0,3,0,186,A,Po%u0159ad%20sch%u016Fze
52381,1,1278453600,182,1,2,1,186,A,N%E1v.%20zasedac%EDho%20po%u0159%E1dku%20poslanc%u016F%20v%20jedn.%20s%E1le%20PS
52382,2,1278453600,181,0,9,0,190,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52383,2,1278453600,184,0,6,0,190,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52384,2,1278453600,186,1,5,0,192,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52385,2,1278453600,186,1,5,1,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52386,2,1278453600,187,1,4,1,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52387,2,1278453600,188,2,2,1,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52388,2,1278453600,191,1,1,0,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52389,2,1278453600,189,2,2,0,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52390,2,1278453600,188,1,1,3,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52391,2,1278453600,192,0,1,0,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52392,2,1278453600,191,0,2,0,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52393,2,1278453600,192,0,1,0,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52394,2,1278453600,191,0,2,0,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52395,2,1278453600,192,0,1,0,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52396,2,1278453600,192,0,1,0,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52397,2,1278453600,190,0,2,1,193,A,N%E1v.%20na%20ustaven%ED%20v%FDbor%u016F%20PS
52398,3,1278453600,181,2,6,5,194,A,N.na%20potvrz.platnosti%20usn.o%20%FAprav%u011B%20vnit%u0159.pom%u011Br%u016F
52399,3,1278453600,115,70,2,5,192,A,N.na%20potvrz.platnosti%20usn.o%20%FAprav%u011B%20vnit%u0159.pom%u011Br%u016F
52400,3,1278453600,185,1,3,4,193,A,N.na%20potvrz.platnosti%20usn.o%20%FAprav%u011B%20vnit%u0159.pom%u011Br%u016F
52401,3,1278453600,176,0,9,8,193,A,N.na%20potvrz.platnosti%20usn.o%20%FAprav%u011B%20vnit%u0159.pom%u011Br%u016F
52402,3,1278453600,158,7,13,15,193,A,N.na%20potvrz.platnosti%20usn.o%20%FAprav%u011B%20vnit%u0159.pom%u011Br%u016F
52403,3,1278453600,160,7,13,13,193,A,N.na%20potvrz.platnosti%20usn.o%20%FAprav%u011B%20vnit%u0159.pom%u011Br%u016F
52404,4,1278453600,181,0,11,1,193,A,N%E1vrh%20na%20z%u0159%EDzen%ED%20st%E1l%FDch%20komis%ED%20PS
52405,4,1278453600,174,0,16,3,193,A,N%E1vrh%20na%20z%u0159%EDzen%ED%20st%E1l%FDch%20komis%ED%20PS
52406,4,1278453600,177,0,14,1,192,A,N%E1vrh%20na%20z%u0159%EDzen%ED%20st%E1l%FDch%20komis%ED%20PS
52407,4,1278453600,178,0,13,1,192,A,N%E1vrh%20na%20z%u0159%EDzen%ED%20st%E1l%FDch%20komis%ED%20PS
52408,8,1278453600,179,0,13,0,192,A,N%E1vrh%20na%20z%u0159%EDzen%ED%20st%E1l%E9%20komise%20pro%20kontrolu%20NB%DA
52409,9,1278453600,172,0,21,0,193,A,N%E1vrh%20na%20stanoven%ED%20po%u010Dtu%20poslanc%u016F%20ve%20st%E1l%FDch%20delegac%EDch
52410,12,1278453600,165,1,21,1,188,A,N%E1vrh%20na%20volbu%20Ve%u0159ejn%E9ho%20ochr%E1nce%20pr%E1v
52411,0,1283810400,146,2,15,3,166,A,2.%20sch%u016Fze%20bude%20pokra%u010Dovat%20v%209%3A00
52412,0,1283810400,150,3,9,4,166,A,2.%20sch%u016Fze%20bude%20pokra%u010Dovat%20v%209%3A00
52413,12,1283810400,171,0,3,1,175,A,N%E1vrh%20na%20volbu%20Ve%u0159ejn%E9ho%20ochr%E1nce%20pr%E1v
52414,12,1283810400,167,2,8,3,180,A,N%E1vrh%20na%20volbu%20Ve%u0159ejn%E9ho%20ochr%E1nce%20pr%E1v
52415,12,1283810400,149,1,38,0,188,A,N%E1vrh%20na%20volbu%20Ve%u0159ejn%E9ho%20ochr%E1nce%20pr%E1v
52416,13,1283810400,167,0,16,1,184,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52417,13,1283810400,169,0,15,1,185,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52418,13,1283810400,175,0,7,2,184,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52419,13,1283810400,173,0,9,3,185,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52420,13,1283810400,176,0,9,1,186,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52421,13,1283810400,166,0,17,3,186,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52422,13,1283810400,179,1,5,1,186,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52423,13,1283810400,169,1,12,4,186,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52424,13,1283810400,172,0,10,4,186,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52425,13,1283810400,168,3,8,6,185,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52426,13,1283810400,176,1,7,2,186,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52427,13,1283810400,169,1,12,4,186,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52428,13,1283810400,162,6,10,7,185,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52429,13,1283810400,175,2,7,2,186,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52430,13,1283810400,181,0,5,0,186,A,N%E1v.%20na%20potvrzen%ED%20p%u0159edsed%u016F%20v%FDbor%u016F%20PS
52431,14,1283810400,176,0,9,0,185,A,N%E1vrh%20na%20ustaven%ED%20nebo%20volbu%20%u010Dlen%u016F%20st%E1l%FDch%20komis%ED%20PS
52432,14,1283810400,176,0,9,0,185,A,N%E1vrh%20na%20ustaven%ED%20nebo%20volbu%20%u010Dlen%u016F%20st%E1l%FDch%20komis%ED%20PS
52433,15,1283810400,173,1,12,0,186,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20nebo%20ustaven%ED%20SK%20BIS
52434,16,1283810400,172,1,11,1,185,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20nebo%20ustaven%ED%20SK%20KPOTP
52435,17,1283810400,173,0,12,0,185,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20nebo%20ustaven%ED%20SK%20VZ
52436,18,1283810400,175,0,10,0,185,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20nebo%20ustaven%ED%20SK%20NB%DA
52437,19,1283810400,171,0,13,0,184,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20do%20st%E1l%FDch%20delegac%ED%20Parlamentu
52438,19,1283810400,172,0,12,0,184,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20do%20st%E1l%FDch%20delegac%ED%20Parlamentu
52439,21,1283810400,167,0,18,0,185,A,N%E1vrh%20na%20%FAhradu%20volebn%EDch%20n%E1klad%u016F%20za%20volby%20do%20PS%20v%20roce%202010
52440,0,1286488800,178,2,10,0,190,A,%20
52441,0,1286488800,182,4,6,3,195,A,Po%u0159ad%20sch%u016Fze
52442,0,1286488800,189,1,5,1,196,A,Po%u0159ad%20sch%u016Fze
52443,1,1286488800,135,2,18,6,161,A,%u017D%E1dost%20vl%E1dy%20%u010Cesk%E9%20republiky%20o%20vysloven%ED%20d%u016Fv%u011Bry
52444,1,1286488800,118,82,0,0,200,A,%u017D%E1dost%20vl%E1dy%20%u010Cesk%E9%20republiky%20o%20vysloven%ED%20d%u016Fv%u011Bry
52445,2,1286488800,146,5,17,26,194,A,N%E1vrh%20%u010Dasov%E9ho%20harmonogramu%20projedn%E1v%E1n%ED%20SZ%DA%202009
52446,0,1278626400,144,0,28,1,173,A,%20
52447,0,1278626400,160,3,15,3,181,A,Po%u0159ad%20sch%u016Fze
52448,0,1278626400,167,1,16,0,184,A,%20
52449,1,1278626400,159,1,23,2,185,A,N%E1vrh%20na%20volbu%20Ve%u0159ejn%E9ho%20ochr%E1nce%20pr%E1v
52450,1,1278626400,159,1,28,0,188,A,N%E1vrh%20na%20volbu%20Ve%u0159ejn%E9ho%20ochr%E1nce%20pr%E1v
52451,2,1278626400,161,0,10,1,172,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
52452,2,1278626400,171,0,3,1,175,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
52453,2,1278626400,73,71,14,18,176,R,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
52454,2,1278626400,145,9,13,10,177,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
52455,0,0,100,0,24,0,124,A,%20
52456,0,0,101,10,41,26,178,A,Po%u0159ad%20sch%u016Fze
52457,0,0,123,6,38,16,183,A,Po%u0159ad%20sch%u016Fze
52458,0,0,105,20,36,24,185,A,Po%u0159ad%20sch%u016Fze
52459,0,0,176,0,9,0,185,A,Po%u0159ad%20sch%u016Fze
52460,0,0,146,3,28,8,185,A,Po%u0159ad%20sch%u016Fze
52461,0,0,162,4,10,9,185,A,Po%u0159ad%20sch%u016Fze
52462,0,0,74,102,6,3,185,R,Po%u0159ad%20sch%u016Fze
52463,0,0,79,96,6,3,184,R,Po%u0159ad%20sch%u016Fze
52464,0,0,73,94,5,11,183,R,Po%u0159ad%20sch%u016Fze
52465,0,0,115,27,26,15,183,A,Po%u0159ad%20sch%u016Fze
52466,0,0,76,75,19,13,183,R,Po%u0159ad%20sch%u016Fze
52467,0,0,79,101,1,3,184,R,Po%u0159ad%20sch%u016Fze
52468,0,0,143,8,15,18,184,A,Po%u0159ad%20sch%u016Fze
52469,0,0,111,22,28,23,184,A,Po%u0159ad%20sch%u016Fze
52470,0,0,108,40,28,8,184,A,Po%u0159ad%20sch%u016Fze
52471,0,0,107,70,5,2,184,A,Po%u0159ad%20sch%u016Fze
52472,1,0,137,0,44,0,181,A,Novela%20z.%20o%20krizov%E9m%20%u0159%EDzen%ED%20-%20EU
52473,1,0,60,63,42,15,180,R,Novela%20z.%20o%20krizov%E9m%20%u0159%EDzen%ED%20-%20EU
52474,1,0,117,6,49,8,180,A,Novela%20z.%20o%20krizov%E9m%20%u0159%EDzen%ED%20-%20EU
52475,2,0,149,0,0,0,149,A,Novela%20z.%20o%20pobytu%20cizinc%u016F%20na%20%FAzem%ED%20%u010CR
52476,2,0,61,56,16,19,152,R,Novela%20z.%20o%20pobytu%20cizinc%u016F%20na%20%FAzem%ED%20%u010CR
52477,2,0,55,70,13,14,152,R,Novela%20z.%20o%20pobytu%20cizinc%u016F%20na%20%FAzem%ED%20%u010CR
52478,2,0,95,23,25,11,154,A,Novela%20z.%20o%20pobytu%20cizinc%u016F%20na%20%FAzem%ED%20%u010CR
52479,3,0,135,0,20,2,157,A,Novela%20z.%20o%20z%E1kladn%EDch%20registrech
52480,3,0,95,19,39,5,158,A,Novela%20z.%20o%20z%E1kladn%EDch%20registrech
52481,4,0,96,23,15,20,154,A,N%E1vrh%20na%20zkr%E1cen%ED%20lh%u016Fty%20pro%20projedn%E1n%ED%20sn%u011Bmovn%EDho%20tisku%2045
52482,5,0,139,0,19,0,158,A,Novela%20z.%20%DAstava%20%u010Cesk%E9%20republiky
52483,5,0,153,0,8,1,162,A,Novela%20z.%20%DAstava%20%u010Cesk%E9%20republiky
52484,5,0,143,3,12,5,163,A,Novela%20z.%20%DAstava%20%u010Cesk%E9%20republiky
52485,6,0,110,2,44,5,161,A,Novela%20z.%20-%20re%u017Eim%20Evrop.%20spole%u010D.%20pro%20kontrolu%20v%FDvozu%20zbo%u017E%ED%20-%20EU
52486,6,0,120,0,39,3,162,A,Novela%20z.%20-%20re%u017Eim%20Evrop.%20spole%u010D.%20pro%20kontrolu%20v%FDvozu%20zbo%u017E%ED%20-%20EU
52487,0,0,125,8,23,4,160,A,Po%u0159ad%20sch%u016Fze
52488,0,0,161,1,7,0,169,A,Po%u0159ad%20sch%u016Fze
52489,10,0,138,0,24,9,171,A,Vl.n.z.%20o%20finan%u010Dn%EDm%20zaji%u0161t%u011Bn%ED%20-%20EU
52490,11,0,115,6,45,9,175,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1kon%u016F%20v%20souvisl.%20s%20p%u0159ij.%20z%E1k.o%20fin.zaji%u0161t%u011Bn%ED%20-%20EU
52491,11,0,135,1,36,3,175,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1kon%u016F%20v%20souvisl.%20s%20p%u0159ij.%20z%E1k.o%20fin.zaji%u0161t%u011Bn%ED%20-%20EU
52492,11,0,123,2,45,6,176,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1kon%u016F%20v%20souvisl.%20s%20p%u0159ij.%20z%E1k.o%20fin.zaji%u0161t%u011Bn%ED%20-%20EU
52493,11,0,147,2,26,1,176,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1kon%u016F%20v%20souvisl.%20s%20p%u0159ij.%20z%E1k.o%20fin.zaji%u0161t%u011Bn%ED%20-%20EU
52494,11,0,123,3,43,7,176,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1kon%u016F%20v%20souvisl.%20s%20p%u0159ij.%20z%E1k.o%20fin.zaji%u0161t%u011Bn%ED%20-%20EU
52495,12,0,140,1,33,0,174,A,Novela%20z.%20o%20%FA%u010Detnictv%ED%20-%20EU
52496,12,0,121,5,44,4,174,A,Novela%20z.%20o%20%FA%u010Detnictv%ED%20-%20EU
52497,43,0,133,1,38,3,175,A,%DAmluva%20o%20pou%u017E%EDv%E1n%ED%20informa%u010Dn%ED%20technologie%20pro%20celn%ED%20%FA%u010Dely
52498,43,0,116,3,50,7,176,A,%DAmluva%20o%20pou%u017E%EDv%E1n%ED%20informa%u010Dn%ED%20technologie%20pro%20celn%ED%20%FA%u010Dely
52499,57,0,139,2,34,2,177,A,%DAmluva%20o%20centralizovan%E9m%20celn%EDm%20%u0159%EDzen%ED
52500,40,0,124,2,45,4,175,A,Prot.%20o%20p%u0159echodn%FDch%20ustanoven%EDch%20ke%20Smlouv%u011B%20o%20Evropsk%E9%20unii
52501,40,0,106,1,62,6,175,A,Prot.%20o%20p%u0159echodn%FDch%20ustanoven%EDch%20ke%20Smlouv%u011B%20o%20Evropsk%E9%20unii
52502,53,0,129,0,40,1,170,A,Doh.o%20stabilizaci%20a%20p%u0159idru%u017Een%ED%20mezi%20ES%20a%20Rep.Srbsko
52503,53,0,105,1,57,8,171,A,Doh.o%20stabilizaci%20a%20p%u0159idru%u017Een%ED%20mezi%20ES%20a%20Rep.Srbsko
52504,90,0,91,4,55,29,179,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
52505,7,0,1,2,173,0,176,R,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
52506,7,0,106,65,1,1,173,A,Novela%20z.%20o%20ve%u0159ejn%E9m%20zdravotn%EDm%20poji%u0161t%u011Bn%ED
52507,62,0,167,1,3,0,171,A,N%E1vrh%20na%20odvol%E1n%ED%20%u010Dlen%u016F%20a%20n%E1hradn%EDk%u016F%20SR%20VZP
52508,63,0,166,1,4,1,172,A,N%E1vrh%20na%20odvol%E1n%ED%20%u010Dlena%20a%20n%E1hradn%EDka%20DR%20VZP
52509,64,0,168,0,3,1,172,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20SR%20VZP
52510,65,0,168,0,5,0,173,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20DR%20VZP
52511,9,0,128,1,26,1,156,A,Novela%20z.%20o%20ob%u011Bhu%20osiva%20a%20sadby%20-%20EU
52512,9,0,135,0,22,1,158,A,Novela%20z.%20o%20ob%u011Bhu%20osiva%20a%20sadby%20-%20EU
52513,13,0,129,0,29,0,158,A,Novela%20z.%20o%20krmivech%20-%20EU
52514,14,0,129,3,28,0,160,A,Novela%20z.%20o%20%u0161lecht%u011Bn%ED%2C%20plemenitb%u011B%20a%20evidenci%20hosp.%20zv%ED%u0159at%20-%20EU
52515,8,0,92,49,20,5,166,A,Novela%20z.%20o%20civiln%EDm%20letectv%ED
52516,0,0,89,0,16,5,110,A,Po%u0159ad%20sch%u016Fze
52517,0,0,99,1,20,3,123,A,Po%u0159ad%20sch%u016Fze
52518,0,0,108,2,15,3,128,A,Po%u0159ad%20sch%u016Fze
52519,88,0,65,69,1,3,138,R,Odpov%u011Bdi%20%u010Dlen%u016F%20vl%E1dy%20na%20p%EDsemn%E9%20interpelace
52520,0,0,160,1,3,0,164,A,%20
52521,0,0,77,91,9,3,180,R,Po%u0159dad%20sch%u016Fze
52522,89,0,0,0,68,0,68,R,%DAstn%ED%20interpelace
52523,89,0,0,0,68,0,68,R,%DAstn%ED%20interpelace
52524,28,0,104,0,18,0,122,A,Smlouva%20mezi%20%u010CR%20a%20Austr%E1li%ED%20o%20soci%E1ln%EDm%20zabezpe%u010Den%ED
52525,39,0,102,0,19,0,121,A,%DAmluvy%20MOP%20o%20inspekci%20pr%E1ce%20v%20pr%u016Fm.%20a%20obch.%20a%20v%20zem%u011Bd%u011Blstv%ED
52526,39,0,105,0,19,0,124,A,%DAmluvy%20MOP%20o%20inspekci%20pr%E1ce%20v%20pr%u016Fm.%20a%20obch.%20a%20v%20zem%u011Bd%u011Blstv%ED
52527,55,0,106,0,20,0,126,A,Sml.%20o%20soci%E1ln%EDm%20zabezpe%u010Den%ED%20mezi%20%u010CR%20a%20Indickou%20republikou
52528,56,0,111,0,17,0,128,A,Sml.%20mezi%20%u010CR%20a%20Syrskou%20arabskou%20rep.%20o%20soci%E1ln%EDm%20zabezpe%u010Den%ED
52529,27,0,116,0,15,0,131,A,Protokol%20mezi%20%u010CR%20a%20Indickou%20rep.%20o%20podpo%u0159e%20a%20ochr.%20investic
52530,29,0,116,0,16,0,132,A,Doh.%20mezi%20%u010CR%20a%20vl%E1dou%20%u010Cern%E9%20Hory%20o%20podpo%u0159e%20a%20ochr.%20investic
52531,30,0,117,0,17,0,134,A,Prot.%20mezi%20%u010CR%20a%20Libanonskou%20rep.%20o%20podpo%u0159e%20a%20ochr.%20investic
52532,31,0,114,1,17,2,134,A,Sml.%20mezi%20%u010CR%20a%20Rep.%20Srbsko%20o%20podpo%u0159e%20a%20ochr.%20investic
52533,31,0,120,0,14,0,134,A,Sml.%20mezi%20%u010CR%20a%20Rep.%20Srbsko%20o%20podpo%u0159e%20a%20ochr.%20investic
52534,32,0,118,0,16,1,135,A,Protokol%20mezi%20%u010CR%20a%20Rep.%20Srbsko%20o%20zamezen%ED%20dvoj%EDmu%20zdan%u011Bn%ED
52535,32,0,122,0,12,0,134,A,Protokol%20mezi%20%u010CR%20a%20Rep.%20Srbsko%20o%20zamezen%ED%20dvoj%EDmu%20zdan%u011Bn%ED
52536,33,0,118,0,16,0,134,A,Sml.%20mezi%20%u010CR%20a%20vl.%20%u010C%EDnsk%E9%20lid.%20rep.%20o%20zamezen%ED%20dvoj.%20zdan%u011Bn%ED
52537,34,0,112,0,21,1,134,A,Doh.%20mezi%20%u010CR%20a%20Kr%E1lovstv%EDm%20Saudsk%E9%20Ar%E1bie%20o%20ochran%u011B%20investic
52538,34,0,121,0,13,0,134,A,Doh.%20mezi%20%u010CR%20a%20Kr%E1lovstv%EDm%20Saudsk%E9%20Ar%E1bie%20o%20ochran%u011B%20investic
52539,35,0,116,0,17,0,133,A,Prot.%20mezi%20%u010CR%20a%20Uzbeckou%20rep.%20o%20podpo%u0159e%20a%20ochran%u011B%20investic
52540,35,0,116,0,18,0,134,A,Prot.%20mezi%20%u010CR%20a%20Uzbeckou%20rep.%20o%20podpo%u0159e%20a%20ochran%u011B%20investic
52541,36,0,112,3,18,1,134,A,Prot.%20mezi%20%u010CR%20a%20Guatemalskou%20rep.%20o%20podpo%u0159e%20a%20ochr.%20investic
52542,36,0,115,0,19,0,134,A,Prot.%20mezi%20%u010CR%20a%20Guatemalskou%20rep.%20o%20podpo%u0159e%20a%20ochr.%20investic
52543,37,0,117,2,14,1,134,A,Doh.mezi%20%u010CR%20a%20Estonskou%20rep.%20o%20zm%u011Bn%u011B%20Dohody%20o%20ochr.%20investic
52544,38,0,98,4,24,8,134,A,Doh.%20mezi%20%u010CR%20a%20Gruzi%ED%20o%20podpo%u0159e%20a%20ochran%u011B%20investic
52545,38,0,114,0,19,1,134,A,Doh.%20mezi%20%u010CR%20a%20Gruzi%ED%20o%20podpo%u0159e%20a%20ochran%u011B%20investic
52546,41,0,110,0,22,0,132,A,Doh.%20mezi%20%u010CR%20a%20vl%E1d.Bulh.rep.o%20spolup.%20proti%20trestn%E9%20%u010Din.
52547,42,0,109,0,21,0,130,A,Sml.%20mezi%20%u010CR%20a%20%u0160v%FDcarskou%20konfederac%ED%20o%20p%u0159ed%E1v%E1n%ED%20osob
52548,42,0,111,0,19,0,130,A,Sml.%20mezi%20%u010CR%20a%20%u0160v%FDcarskou%20konfederac%ED%20o%20p%u0159ed%E1v%E1n%ED%20osob
52549,44,0,106,0,24,0,130,A,Doh.%20mezi%20%u010CR%20a%20vl%E1dou%20%C1zerb%E1jd%u017E%E1nsk%E9%20rep.%20o%20leteck%E9%20doprav%u011B
52550,45,0,105,0,25,0,130,A,Sml.%20mezi%20%u010CR%20a%20SR%20o%20%FAdr%u017Eb%u011B%20a%20oprav%E1ch%20silni%u010Dn%EDch%20objekt%u016F
52551,46,0,101,0,27,0,128,A,Doh.%20mezi%20%u010CR%20a%20vl%E1dou%20Arm%E9nsk%E9%20rep.%20o%20leteck%E9%20doprav%u011B
52552,47,0,105,0,24,0,129,A,N%E1vrh%20na%20p%u0159%EDstup%20%u010CR%20k%20Dodatkov%E9mu%20protokolu%20k%20%DAmluv%u011B%20CMR
52553,48,0,104,0,23,0,127,A,Vl.n.zm%u011Bny%20P%u0159%EDlohy%20II%20Mezin%E1rod.%FAml.%20proti%20dopingu%20ve%20sportu
52554,49,0,101,0,26,0,127,A,Sml.%20mezi%20%u010CR%20a%20SR%20o%20spole%u010Dn%FDch%20st%E1tn%EDch%20hranic%EDch
52555,50,0,96,3,24,3,126,A,Doh.mezi%20%u010CR%20a%20Rep.Makedonie%20o%20spolup.%20proti%20trestn%E9%20%u010Dinnosti
52556,50,0,104,0,23,0,127,A,Doh.mezi%20%u010CR%20a%20Rep.Makedonie%20o%20spolup.%20proti%20trestn%E9%20%u010Dinnosti
52557,51,0,106,0,23,0,129,A,Sml.%20mezi%20%u010CR%20a%20Arm%E9nskou%20rep.%20o%20p%u0159ed%E1v%E1n%ED%20a%20p%u0159eb%EDr%E1n%ED%20osob
52558,52,0,104,1,23,0,128,A,Statut%20Mezin%E1rodn%ED%20agentury%20pro%20obnoviteln%E9%20zdroje%20energie
52559,52,0,87,5,30,6,128,A,Statut%20Mezin%E1rodn%ED%20agentury%20pro%20obnoviteln%E9%20zdroje%20energie
52560,54,0,105,0,23,0,128,A,Doh.%20mezi%20%u010CR%20a%20Marock%FDm%20kr%E1l.%20o%20podpo%u0159e%20a%20ochran%u011B%20investic
52561,0,0,128,0,9,0,137,A,Po%u0159ad%20sch%u016Fze
52562,0,0,104,0,30,4,138,A,Po%u0159ad%20sch%u016Fze
52563,0,0,84,5,33,19,141,A,Po%u0159ad%20sch%u016Fze
52564,0,0,131,0,10,7,148,A,Po%u0159ad%20sch%u016Fze
52565,0,0,129,0,8,11,148,A,Po%u0159ad%20sch%u016Fze
52566,58,0,121,0,27,4,152,A,N%E1vrh%20na%20zm%u011Bny%20ve%20slo%u017Een%ED%20org%E1n%u016F%20Poslaneck%E9%20sn%u011Bmovny
52567,58,0,141,0,11,0,152,A,N%E1vrh%20na%20zm%u011Bny%20ve%20slo%u017Een%ED%20org%E1n%u016F%20Poslaneck%E9%20sn%u011Bmovny
52568,59,0,141,0,11,1,153,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20do%20st%E1l%FDch%20delegac%ED%20Parlamentu
