tisk_id,osoba_id
2764,381
2780,302
2780,395
2780,275
2780,388
2780,308
2783,79
2783,54
2783,352
2783,389
2783,408
2783,404
2783,129
2783,403
2783,302
2783,165
2783,272
2783,380
2783,4
2783,381
2783,364
2783,127
2783,421
2783,400
2783,110
2783,357
2783,369
2783,406
2784,79
2784,54
2784,352
2784,389
2784,408
2784,404
2784,64
2784,390
2784,129
2784,403
2784,302
2784,165
2784,380
2784,272
2784,4
2784,381
2784,364
2784,127
2784,421
2784,400
2784,110
2784,357
2784,369
2786,127
2786,372
2786,357
2786,107
2786,282
2786,373
2786,69
2786,278
2786,374
2786,360
2786,246
2786,365
2786,406
2786,269
2786,387
2786,79
2786,261
2786,415
2786,429
2786,110
2786,400
2786,395
2786,193
2786,356
2786,275
2786,409
2786,352
2786,384
2786,418
2786,391
2786,244
2786,353
2786,421
2786,67
2786,350
2786,375
2786,280
2786,335
2786,430
2786,383
2786,358
2786,402
2786,432
2786,359
2786,407
2786,385
2786,347
2786,4
2786,64
2786,377
2786,302
2786,333
2786,390
2786,399
2786,143
2786,295
2786,156
2786,420
2786,389
2786,54
2786,369
2786,270
2786,371
2786,383
2786,273
2786,277
2786,350
2786,348
2786,431
2786,401
2786,423
2786,111
2786,164
2786,129
2786,79
2786,389
2786,272
2786,403
2786,380
2786,397
2786,364
2786,404
2786,185
2786,368
2786,181
2786,417
2787,360
2787,403
2787,193
2787,386
2788,270
2788,387
2788,400
2788,372
2788,371
2788,402
2788,333
2788,4
2788,356
2788,359
2788,373
2788,369
2789,381
2789,377
2789,398
2789,181
2789,185
2789,404
2789,399
2789,397
2789,129
2789,79
2789,364
2789,295
2789,390
2789,389
2789,272
2790,377
2790,272
2790,64
2790,389
2790,416
2790,398
2792,340
2792,193
2792,416
2792,4
2792,403
2792,389
2792,360
2792,64
2792,381
2792,417
2792,399
2792,394
2792,432
2792,405
2792,348
2792,431
2793,340
2793,193
2793,416
2793,4
2793,403
2793,389
2793,360
2793,64
2793,390
2793,63
2793,333
2793,381
2793,417
2793,377
2793,301
2793,165
2793,295
2793,420
2793,399
2793,394
2793,432
2793,405
2793,348
2793,431
2811,79
2811,185
2811,64
2811,54
2816,457
2816,420
2816,357
2816,350
2816,380
2816,77
2817,416
2817,364
2817,181
2817,386
2817,335
2817,345
2817,269
2817,391
2817,418
2817,352
2817,417
2817,382
2817,249
2817,235
2817,295
2823,79
2823,432
2824,372
2824,415
2824,391
2824,345
2824,346
2824,278
2824,358
2824,297
2824,302
2824,392
2824,390
2824,371
2824,270
2824,107
2824,111
2824,431
2824,421
2824,406
2824,387
2824,400
2824,416
2824,383
2824,351
2824,388
2824,203
2824,428
2824,409
2824,384
2824,261
2824,374
2824,412
2824,381
2824,404
2824,420
2824,63
2824,373
2824,359
2824,357
2824,432
2824,277
2824,407
2824,423
2824,285
2824,110
2824,369
2824,273
2824,385
2824,222
2824,393
2824,229
2824,375
2825,16
2825,4
2825,302
2825,79
2825,303
2862,396
2862,302
2862,388
2863,397
2863,345
2863,275
2863,416
2863,415
2863,369
2863,111
2863,357
2863,391
2863,412
2863,375
2863,358
2863,429
2863,430
2863,373
2863,285
2863,269
2863,261
2863,372
2863,360
2863,395
2863,79
2863,129
2863,380
2863,389
2863,364
2863,404
2863,381
2863,368
2863,417
2863,297
2865,295
2865,16
2865,398
2865,91
2865,404
2865,381
2865,252
2866,295
2866,16
2866,398
2866,91
2866,404
2866,381
2866,252
2869,272
2869,377
2869,389
2869,64
2869,398
2869,416
2871,398
2871,278
2871,254
2876,353
2877,312
2877,303
2878,416
2878,417
2878,390
2878,457
2878,333
2878,63
2878,272
2879,248
2879,203
3635,396
4653,235
4851,346
4851,388
4851,16
4851,266
4851,235
4851,428
4851,375
4852,266
4854,164
4854,129
4858,417
4858,357
4858,403
4858,368
4858,129
4859,403
4859,417
4859,416
4859,382
4859,360
4859,273
4859,380
4860,345
4860,350
4860,395
4860,275
4860,416
4860,423
4860,401
4860,406
4860,429
4860,409
4860,358
4860,385
4860,369
4860,359
4860,405
4860,270
4860,278
4860,285
4860,415
4860,164
4860,346
4860,244
4860,110
4860,400
4860,432
4860,387
4860,402
4860,4
4860,390
4860,333
4860,380
4860,408
4860,364
4860,302
4860,404
4860,381
4860,391
4860,418
4860,384
4860,352
4860,375
4860,365
4860,407
4860,348
4860,431
4860,397
4860,389
4860,63
4860,165
4860,261
4860,335
4860,269
4860,69
4860,430
4860,272
4866,79
4866,185
4866,64
4866,54
4868,54
4868,79
4868,418
4879,79
4879,416
4879,272
4879,129
4879,380
4879,404
4879,389
4892,350
4892,211
4892,392
4892,310
4894,54
4894,239
4895,416
4895,417
4895,390
4896,387
4896,402
4896,369
4896,400
4896,269
4896,432
4897,4
4897,417
4897,416
4897,419
4897,357
4897,335
4901,384
4901,357
4901,335
4901,419
4901,5193
4908,214
4908,399
4908,304
4909,398
4909,266
4909,237
4909,91
4910,406
4918,164
4924,381
4926,124
4926,359
4926,333
4926,99
4926,12
4926,367
4926,282
4926,399
4926,303
4926,369
4926,392
4926,357
4926,235
4926,217
4926,309
4926,307
4926,40
4927,208
4928,345
4928,395
4928,275
4928,285
4928,350
4928,416
4928,409
4928,423
4928,352
4928,369
4928,358
4928,421
4928,412
4928,383
4928,415
4928,360
4928,391
4928,335
4928,269
4928,365
4928,375
4928,261
4928,384
4928,397
4928,364
4928,389
4928,302
4928,431
4928,406
4928,270
4929,345
4929,350
4929,395
4929,275
4929,416
4929,79
4929,185
4929,404
4929,406
4929,335
4929,269
4929,391
4929,110
4929,261
4929,375
4929,365
4929,407
4929,423
4929,384
4929,4
4929,358
4929,372
4929,402
4929,387
4929,285
4929,270
4929,359
4929,371
4929,421
4929,405
4929,430
4929,380
4929,364
4929,389
4929,164
4929,295
4929,381
4929,165
4929,352
4937,420
4937,164
4937,77
4937,272
4937,313
4937,237
4937,210
4937,243
4937,410
4937,246
4937,422
4937,250
4937,413
4937,245
4937,232
4937,362
4937,8
4937,396
4937,79
4937,380
4937,397
4937,54
4937,364
4937,302
4937,408
4937,404
4937,381
4937,297
4937,181
4937,368
4937,165
4937,392
4937,399
4937,143
4937,457
4937,193
4937,390
4937,156
4937,310
4937,308
4937,303
4937,366
4937,36
4937,19
4937,357
4937,278
4937,372
4937,374
4937,409
4937,261
4937,350
4937,348
4937,352
4937,248
4937,64
4942,237
4942,282
4942,12
4942,378
4942,215
4942,249
4940,416
4940,386
4943,416
4943,386
4943,403
4943,193
4943,272
4944,381
4944,301
4944,431
4944,408
4944,185
4944,295
4944,417
4944,302
4944,63
4944,156
4944,297
4944,371
4944,404
4946,16
4949,208
4949,353
4959,181
4959,430
4959,377
4959,302
4959,241
4959,303
4959,225
4959,129
4959,196
4959,285
4861,350
4861,345
4861,395
4861,411
2870,164
2870,237
2870,416
2870,91
2870,129
2870,210
2870,250
4958,457
4958,420
4958,357
4958,350
4958,380
4958,77
4963,353
4963,54
4963,79
4963,421
4964,350
4964,395
4964,411
4964,416
4964,313
4964,302
4964,285
4965,277
4965,273
4965,391
4965,423
4965,244
4965,278
4969,261
4969,371
4969,357
4969,403
4969,236
4969,386
4972,333
4972,129
4972,400
4972,363
4972,99
4972,424
4972,309
4972,235
4989,427
4989,35
4989,122
4989,19
4989,414
4989,233
4990,363
4990,392
4990,99
4990,365
4991,312
4991,31
4991,309
4991,425
4991,36
4991,136
4991,310
4991,317
4992,162
4992,366
4992,19
4992,105
4992,317
4993,237
4993,378
4993,210
4993,77
4993,356
4999,303
4999,31
4999,105
4999,312
5000,303
5000,31
5000,105
5000,312
5001,248
5001,203
5007,312
5007,309
5035,31
5035,379
5035,105
5035,136
5037,214
5037,239
5037,349
5049,164
5049,237
5050,457
5050,239
5050,380
5050,399
5050,350
5052,208
5052,353
5052,54
5054,301
5054,427
5054,395
5054,345
5054,350
5054,411
5054,364
5049,357
5049,224
5049,378
5049,227
5049,77
5055,403
5095,389
5055,277
5097,414
5097,369
5055,426
5055,193
5097,309
5097,233
5059,215
5059,232
5059,396
5075,164
5075,333
5059,381
5059,413
5059,245
5059,214
5059,410
5059,219
5059,393
5059,225
5059,217
5059,252
5059,233
5059,220
5059,249
5059,382
5059,376
5059,227
5059,370
5059,243
5059,229
5059,237
5059,367
5059,250
5082,430
5082,181
5082,377
5086,307
5086,303
5086,310
5090,307
5090,303
5090,310
5090,136
5075,270
5083,393
5083,303
5083,295
5089,227
5089,380
5089,156
5089,136
5089,356
5089,224
5089,250
5089,422
5089,237
5089,77
5089,210
5089,214
5091,227
5091,12
5091,353
5091,360
5091,54
5091,79
5091,384
5091,122
5091,127
5091,413
5091,317
5094,214
5094,211
5094,399
5094,244
5094,304
5094,410
5094,245
5094,239
5095,345
5095,301
5095,395
5095,275
5095,350
5095,384
5095,69
5095,407
5095,280
5095,430
5095,67
5095,421
5095,348
5095,5213
5095,406
5095,356
5095,164
5095,358
5095,383
5095,110
5095,372
5095,5214
5095,244
5095,360
5095,375
5095,415
5095,285
5095,397
5095,79
5095,431
5095,335
5095,269
5095,391
5095,418
5095,352
5095,295
5095,165
5095,392
5095,278
5095,302
5095,364
5097,424
5097,124
5098,111
5098,404
5101,350
5101,359
5101,277
5104,403
5104,357
5104,303
5104,377
5104,136
5104,426
5104,193
5106,164
5106,77
5106,357
5106,272
5106,420
5106,422
5106,210
5127,403
5127,193
5127,360
5127,272
5127,417
5127,164
5127,389
5127,185
5127,395
5127,380
5127,129
5127,377
5127,364
5127,397
5127,79
5127,266
5127,381
5129,358
5129,360
5129,421
5129,427
5140,357
5140,335
5141,111
5141,246
5141,143
5141,404
5141,36
5142,277
5142,273
5142,423
5142,391
5142,219
5142,403
5148,79
5148,54
5148,353
5149,404
5149,111
5149,266
5152,382
5152,239
5152,386
5157,353
5157,211
5157,405
5157,239
5157,421
5157,427
5163,403
5163,366
5163,219
5163,379
5163,381
5163,277
5167,421
5167,360
5167,406
5167,358
5167,401
5167,347
5170,424
5170,414
5170,309
5170,363
5170,233
5102,235
5102,124
5102,309
5183,250
5183,122
5183,237
5183,380
5182,122
5182,250
5182,237
5176,297
5176,54
5186,303
5186,224
5186,313
5205,406
5205,79
5205,54
5206,193
5206,360
5206,382
5206,403
5210,360
5210,356
5210,378
5216,344
5216,282
5216,410
5216,247
5216,413
5216,295
5216,19
5216,404
5216,226
5216,405
5216,240
5217,250
5217,156
5217,272
5217,136
5217,237
5217,227
5217,249
5217,233
5217,64
5218,237
5218,250
5218,136
5218,272
5218,227
5218,249
5218,233
5221,54
5221,297
5221,79
5267,54
5267,302
5268,416
5268,389
5268,380
5268,417
5268,193
5268,64
5268,185
5268,54
5268,381
5268,395
5268,382
5268,5241
5268,301
5268,143
5268,408
5268,272
5268,79
5268,457
5268,399
5268,392
5268,390
5268,340
5269,384
5269,69
5269,412
5269,429
5269,335
5269,419
5269,5193
5269,427
5281,79
5281,4
5281,54
5281,405
5281,261
5281,270
5281,406
5281,421
5281,387
5281,369
5281,418
5281,273
5281,407
5281,348
5281,401
5281,432
5281,244
5281,360
5281,404
5281,389
5281,272
5281,129
5281,381
5281,417
5281,364
5281,5241
5281,403
5281,380
5281,368
5281,185
5281,91
5281,395
5281,64
5281,143
5281,156
5281,457
5281,399
5281,333
5281,295
5281,420
5281,63
5281,297
5281,392
5281,390
5281,301
5281,302
5281,340
5281,165
5281,193
5285,16
5285,164
5285,79
5285,239
5293,344
5293,359
5293,376
5293,247
5293,396
5293,240
5293,413
5293,217
5293,362
5301,350
5301,368
5301,313
5301,301
5301,248
5301,275
5301,395
5301,375
5301,229
5301,411
5301,345
5301,388
5299,247
5299,344
5299,413
5299,215
5299,226
5299,217
5299,376
5266,214
5266,239
5150,360
5150,403
5150,193
5150,164
5150,272
5304,350
5304,368
5304,301
5304,275
5305,272
5305,377
5305,389
5305,295
5305,129
5305,390
5331,405
5331,239
5331,365
5331,421
5331,211
5332,211
5332,239
5332,54
5332,349
5332,214
5338,79
5338,54
5338,185
5338,5241
5338,368
5338,417
5338,403
5338,380
5338,404
5338,364
5338,397
5338,64
5338,399
5339,364
5339,143
5339,335
5339,246
5339,404
5339,36
5339,107
5339,419
5340,388
5340,275
5340,395
5340,313
5341,430
5341,129
5341,333
5344,347
5344,359
5344,357
5344,371
5345,297
5345,54
5345,79
5353,422
5353,420
5353,396
5353,250
5353,219
5353,367
5353,426
5353,247
5353,237
5353,210
5354,368
5354,381
5354,5241
5354,404
5354,364
5354,54
5354,399
5354,79
5354,185
5354,389
5354,272
5354,417
5354,380
5355,397
5355,368
5356,8
5356,236
5357,210
5357,237
5357,250
5357,422
5357,227
5360,8
5360,236
5361,239
5361,214
5361,211
5361,428
5362,363
5362,235
5362,233
5362,309
5362,392
5374,111
5374,246
5395,124
5395,12
5395,359
5399,215
5399,282
5402,388
5402,360
5402,380
5402,313
5402,420
5410,344
5410,295
5410,215
5410,19
5410,304
5410,376
5410,226
5410,396
5410,413
5410,414
5410,240
5410,247
5410,250
5411,215
5411,282
5414,248
5414,210
5414,378
5415,357
5415,275
5415,308
5418,457
5418,64
5418,390
5418,404
5418,246
5418,5242
609,35
609,39
609,207
609,8
609,12
609,16
609,203
609,208
609,209
609,210
609,211
609,212
609,213
609,40
609,214
609,215
609,216
609,217
609,219
609,220
609,221
609,77
609,224
609,225
609,227
609,228
609,230
609,231
609,122
609,124
609,232
609,233
609,234
609,235
609,236
532,326
532,318
532,319
532,320
532,93
532,321
532,322
532,115
532,323
532,324
532,325
532,327
532,328
532,180
532,329
532,330
532,331
532,332
539,326
539,318
539,319
539,320
539,93
539,321
539,322
539,115
539,323
539,324
539,325
539,327
539,328
539,180
539,329
539,330
539,331
539,332
543,19
543,31
543,303
543,36
543,304
543,305
543,306
543,307
543,308
543,309
543,310
543,99
543,105
543,311
543,136
543,312
543,313
543,314
543,315
543,162
543,316
543,317
544,105
557,139
557,72
558,16
558,122
558,203
558,248
558,251
558,239
558,214
609,241
609,194
609,237
609,238
609,239
609,240
609,242
609,243
609,245
609,247
609,248
609,250
609,249
609,251
609,196
609,254
609,253
609,204
609,218
609,222
609,223
609,226
609,229
609,244
609,246
609,252
609,326
609,180
609,318
609,319
609,320
609,93
609,321
609,322
609,115
609,323
609,324
609,325
609,327
609,328
609,329
609,330
609,331
609,332
648,228
648,309
648,124
648,99
648,233
648,235
648,210
648,250
657,326
657,318
657,319
657,320
657,93
657,321
657,322
657,115
657,323
657,324
657,325
657,327
657,328
657,180
657,329
657,330
657,331
657,332
681,54
681,156
681,143
681,298
701,99
701,233
701,309
701,124
701,228
701,210
701,46
701,250
701,321
701,235
701,95
701,331
708,218
708,233
708,254
708,230
708,243
708,203
708,217
708,246
708,227
708,249
708,223
708,235
708,214
708,122
708,248
708,239
708,250
708,39
708,245
708,232
708,196
708,221
743,303
743,105
743,312
744,303
744,105
744,312
761,105
761,298
761,209
761,223
761,235
761,266
761,238
761,134
761,315
794,312
795,312
796,312
797,312
797,19
797,313
846,228
851,326
851,318
851,319
851,320
851,93
851,321
851,322
851,115
851,323
851,324
851,325
851,327
851,328
851,180
851,329
851,330
851,331
851,332
875,35
875,212
875,241
875,211
881,218
881,122
881,225
881,240
881,232
881,39
881,12
881,209
881,211
881,35
881,213
881,217
881,219
881,222
881,226
881,229
881,230
881,233
881,234
881,239
881,245
881,247
881,250
881,252
881,196
884,218
884,208
884,209
884,211
884,212
884,39
884,225
884,227
884,122
884,232
884,234
884,240
884,241
884,250
906,218
906,122
906,225
906,219
906,240
906,239
907,239
907,219
907,122
907,225
907,240
913,326
913,318
913,319
913,320
913,93
913,321
913,322
913,115
913,323
913,324
913,325
913,327
913,328
913,180
913,329
913,330
913,331
913,332
919,303
919,312
920,303
920,312
921,303
921,312
922,303
922,99
930,326
930,318
930,319
930,320
930,93
930,321
930,322
930,115
930,323
930,324
930,325
930,327
930,328
930,180
930,329
930,330
930,331
930,332
931,326
931,318
931,319
931,320
931,93
931,321
931,322
931,115
931,323
931,324
931,325
931,327
931,328
931,180
931,329
931,330
931,331
931,332
932,35
932,241
932,212
932,211
932,208
932,239
933,12
933,218
933,209
933,234
933,239
933,251
933,220
933,236
933,35
933,224
933,203
933,228
933,214
933,232
933,124
933,235
933,247
933,245
933,204
933,122
933,238
933,196
933,208
933,254
933,226
933,221
933,8
933,39
933,248
933,223
933,16
933,216
933,243
933,210
933,207
933,233
934,209
934,218
934,207
934,220
934,39
934,221
934,252
934,77
934,213
934,239
934,124
934,240
934,35
938,105
970,214
970,227
970,239
970,247
970,232
970,122
975,196
975,16
975,225
975,207
975,8
975,12
975,203
975,204
975,208
975,209
975,210
975,211
975,212
975,213
975,39
975,40
975,214
975,215
975,216
975,217
975,218
975,219
975,220
975,221
975,222
975,77
975,223
975,224
975,226
975,227
975,228
975,229
975,230
975,122
975,124
975,232
975,233
975,234
975,235
975,236
975,237
975,238
975,239
975,240
975,241
975,242
975,243
975,245
975,246
975,248
975,249
975,250
975,251
975,252
975,253
975,254
980,312
980,303
980,308
980,105
980,317
979,291
979,102
979,89
979,292
979,287
979,289
979,46
979,293
979,87
979,286
979,288
979,294
979,290
1004,95
1004,124
1014,40
1014,222
1014,77
1014,223
1014,225
1014,226
1014,227
1014,228
1014,229
1014,230
1014,122
1014,124
1014,232
1014,233
1014,235
1014,236
1014,237
1014,238
1014,239
1014,240
1014,241
1014,207
1014,8
1014,12
1014,203
1014,204
1014,208
1014,209
1014,210
1014,211
1014,35
1014,212
1014,213
1014,39
1014,214
1014,215
1014,216
1014,217
1014,218
1014,219
1014,220
1014,221
1014,243
1014,245
1014,246
1014,248
1014,249
1014,250
1014,252
1014,196
1014,253
1014,254
1019,260
1019,271
1019,280
1019,261
1019,285
1019,198
1019,275
1019,283
1019,91
1019,129
1020,194
1031,303
1031,218
1031,105
1031,312
1040,326
1040,318
1040,319
1040,320
1040,93
1040,321
1040,322
1040,115
1040,323
1040,324
1040,325
1040,327
1040,328
1040,180
1040,329
1040,330
1040,331
1040,332
1042,228
1042,124
1042,233
1042,210
1042,235
1042,250
1065,326
1065,180
1065,327
1073,326
1073,180
1073,327
