id,bod,datum,votes_pro,votes_proti,votes_zdrzel,votes_nehlasoval,prihlaseno,vysledek,nazev
52586,59,1285279200,125,0,29,2,156,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20do%20st%E1l%FDch%20delegac%ED%20Parlamentu
52587,59,1285279200,151,0,5,0,156,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20do%20st%E1l%FDch%20delegac%ED%20Parlamentu
52588,59,1285279200,38,42,40,36,156,R,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20do%20st%E1l%FDch%20delegac%ED%20Parlamentu
52589,59,1285279200,125,0,28,4,157,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20do%20st%E1l%FDch%20delegac%ED%20Parlamentu
52590,59,1285279200,125,0,29,3,157,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20do%20st%E1l%FDch%20delegac%ED%20Parlamentu
52591,59,1285279200,128,0,27,2,157,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20do%20st%E1l%FDch%20delegac%ED%20Parlamentu
52592,59,1285279200,114,0,37,1,152,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20do%20st%E1l%FDch%20delegac%ED%20Parlamentu
52593,59,1285279200,117,0,35,0,152,A,N%E1vrh%20na%20volbu%20%u010Dlen%u016F%20do%20st%E1l%FDch%20delegac%ED%20Parlamentu
52594,66,1285279200,135,0,18,1,154,A,N%E1vrh%20na%20volbu%20%u010Dlena%20Nejvy%u0161%u0161%EDho%20kontroln%EDho%20%FA%u0159adu
52595,68,1285279200,118,0,33,1,152,A,N%E1vrh%20harmonogramu%20projedn%E1v%E1n%ED%20SR%202011
52596,19,1285279200,36,59,46,11,152,R,Novela%20z.%20o%20urychlen%ED%20v%FDstavby%20dopravn%ED%20infrastruktury
52597,19,1285279200,130,1,21,0,152,A,Novela%20z.%20o%20urychlen%ED%20v%FDstavby%20dopravn%ED%20infrastruktury
52598,19,1285279200,124,6,21,1,152,A,Novela%20z.%20o%20urychlen%ED%20v%FDstavby%20dopravn%ED%20infrastruktury
52599,19,1285279200,120,11,18,3,152,A,Novela%20z.%20o%20urychlen%ED%20v%FDstavby%20dopravn%ED%20infrastruktury
52600,19,1285279200,132,0,17,3,152,A,Novela%20z.%20o%20urychlen%ED%20v%FDstavby%20dopravn%ED%20infrastruktury
52601,20,1285279200,126,1,25,0,152,A,Novela%20z.%20o%20pozemn%EDch%20komunikac%EDch
52602,20,1285279200,125,0,26,1,152,A,Novela%20z.%20o%20pozemn%EDch%20komunikac%EDch
52603,21,1285279200,127,0,18,0,145,A,Novela%20z.%20o%20provozu%20na%20pozemn%EDch%20komunikac%EDch
52604,21,1285279200,94,12,34,7,147,A,Novela%20z.%20o%20provozu%20na%20pozemn%EDch%20komunikac%EDch
52605,91,1285279200,85,0,50,13,148,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
52606,91,1285279200,7,14,124,3,148,R,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
52607,91,1285279200,16,81,46,5,148,R,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
52608,91,1285279200,87,5,40,17,149,A,Novela%20z.%20o%20ve%u0159ejn%FDch%20zak%E1zk%E1ch
52609,22,1285279200,111,0,0,1,112,A,Novela%20z.%20o%20%u010Cesk%E9%20televizi
52610,22,1285279200,113,0,0,0,113,A,Novela%20z.%20o%20%u010Cesk%E9%20televizi
52611,0,1285279200,80,22,7,3,112,A,%20
52612,0,1288044000,146,0,18,0,164,A,%20
52613,0,1288044000,108,1,35,34,178,A,Po%u0159ad%20sch%u016Fze
52614,0,1288044000,98,28,18,35,179,A,Po%u0159ad%20sch%u016Fze
52615,0,1288044000,100,56,10,13,179,A,Po%u0159ad%20sch%u016Fze
52616,0,1288044000,101,9,32,37,179,A,Po%u0159ad%20sch%u016Fze
52617,1,1288044000,171,0,12,0,183,A,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED
52618,5,1288130400,44,17,101,4,166,R,Vl.%20n.%20z.%20o%20st%E1tn%EDm%20rozpo%u010Dtu%20%u010CR%20na%20rok%202011
52619,5,1288130400,145,26,3,0,174,A,Vl.%20n.%20z.%20o%20st%E1tn%EDm%20rozpo%u010Dtu%20%u010CR%20na%20rok%202011
52620,5,1288130400,109,70,0,0,179,A,Vl.%20n.%20z.%20o%20st%E1tn%EDm%20rozpo%u010Dtu%20%u010CR%20na%20rok%202011
52621,0,1288303200,149,0,7,1,157,A,Po%u0159ad%20sch%u016Fze
52622,21,1288303200,162,2,4,0,168,A,Novela%20z.%20o%20platu%20p%u0159edstavitel%u016F%20st%E1tn%ED%20moci
52623,21,1288303200,134,9,20,4,167,A,Novela%20z.%20o%20platu%20p%u0159edstavitel%u016F%20st%E1tn%ED%20moci
52624,21,1288303200,137,12,11,8,168,A,Novela%20z.%20o%20platu%20p%u0159edstavitel%u016F%20st%E1tn%ED%20moci
52625,18,1288303200,6,0,165,0,171,R,Novela%20z.%20o%20podpo%u0159e%20vyu%u017E%EDv%E1n%ED%20obnoviteln%FDch%20zdroj%u016F
52626,18,1288303200,162,0,9,2,173,A,Novela%20z.%20o%20podpo%u0159e%20vyu%u017E%EDv%E1n%ED%20obnoviteln%FDch%20zdroj%u016F
52627,18,1288303200,162,0,9,2,173,A,Novela%20z.%20o%20podpo%u0159e%20vyu%u017E%EDv%E1n%ED%20obnoviteln%FDch%20zdroj%u016F
52628,19,1288303200,92,1,80,0,173,A,Novela%20z.%20o%20podpo%u0159e%20vyu%u017E%EDv%E1n%ED%20obnoviteln%FDch%20zdroj%u016F
52629,19,1288303200,162,1,10,0,173,A,Novela%20z.%20o%20podpo%u0159e%20vyu%u017E%EDv%E1n%ED%20obnoviteln%FDch%20zdroj%u016F
52630,19,1288303200,47,70,22,34,173,R,Novela%20z.%20o%20podpo%u0159e%20vyu%u017E%EDv%E1n%ED%20obnoviteln%FDch%20zdroj%u016F
52631,19,1288303200,136,0,31,6,173,A,Novela%20z.%20o%20podpo%u0159e%20vyu%u017E%EDv%E1n%ED%20obnoviteln%FDch%20zdroj%u016F
52632,12,1288303200,71,0,31,0,102,A,Novela%20z.%20o%20pozemn%EDch%20komunikac%EDch
52633,12,1288303200,97,0,9,5,111,A,Novela%20z.%20o%20pozemn%EDch%20komunikac%EDch
52634,59,1288303200,104,0,19,0,123,A,Ro%u010Dn%ED%20%FA%u010Detn%ED%20z%E1v%u011Brka%20a%20v%FDro%u010Dn%ED%20zpr%E1va%20SFRB%20za%20rok%202008
52635,60,1288303200,116,0,15,0,131,A,Ro%u010Dn%ED%20%FA%u010Detn%ED%20z%E1v%u011Brka%20a%20v%FDro%u010Dn%ED%20zpr%E1va%20SFRB%20za%20rok%202009
52636,61,1288303200,45,78,3,4,130,R,N%E1vrh%20st%E1tn%EDho%20z%E1v%u011Bre%u010Dn%E9ho%20%FA%u010Dtu%20%u010CR%20za%20rok%202009
52637,61,1288303200,89,1,16,25,131,A,N%E1vrh%20st%E1tn%EDho%20z%E1v%u011Bre%u010Dn%E9ho%20%FA%u010Dtu%20%u010CR%20za%20rok%202009
52638,0,1288652400,146,0,7,2,155,A,%20
52639,0,1288652400,74,103,3,1,181,R,Po%u0159ad%20sch%u016Fze
52640,0,1288652400,72,43,37,30,182,R,%20
52641,0,1288652400,104,68,8,2,182,A,%20
52642,0,1288652400,105,46,0,0,151,A,Po%u0159ad%20sch%u016Fze
52643,0,1288652400,106,47,0,0,153,A,Po%u0159ad%20sch%u016Fze
52644,1,1288652400,90,39,5,0,134,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
52645,1,1288652400,40,16,64,26,146,R,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
52646,1,1288652400,106,48,2,0,156,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
52647,1,1288652400,8,3,145,0,156,R,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
52648,1,1288652400,49,103,2,2,156,R,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
52649,1,1288652400,149,3,2,2,156,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
52650,1,1288652400,152,3,0,1,156,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
52651,1,1288652400,48,106,2,0,156,R,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
52652,1,1288652400,48,106,2,0,156,R,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
52653,1,1288652400,48,106,2,0,156,R,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
52654,1,1288652400,108,47,0,1,156,A,Vl.n.z.%20v%20souvislosti%20s%20%FAsporn%FDmi%20opat%u0159en%EDmi%20v%20p%u016Fsob.%20MPSV
52655,2,1288652400,102,41,11,0,154,A,Novela%20z.%20o%20sdru%u017Eov%E1n%ED%20v%20politick%FDch%20stran%E1ch%20a%20hnut%EDch
52656,2,1288652400,130,1,20,0,151,A,Novela%20z.%20o%20sdru%u017Eov%E1n%ED%20v%20politick%FDch%20stran%E1ch%20a%20hnut%EDch
52657,2,1288652400,44,98,6,0,148,R,Novela%20z.%20o%20sdru%u017Eov%E1n%ED%20v%20politick%FDch%20stran%E1ch%20a%20hnut%EDch
52658,2,1288652400,99,42,5,1,147,A,Novela%20z.%20o%20sdru%u017Eov%E1n%ED%20v%20politick%FDch%20stran%E1ch%20a%20hnut%EDch
52659,3,1288652400,97,43,6,0,146,A,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED
52660,3,1288652400,130,3,12,1,146,A,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED
52661,3,1288652400,43,95,6,0,144,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED
52662,3,1288652400,46,90,8,0,144,R,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED
52663,3,1288652400,96,44,4,0,144,A,Novela%20z.%20o%20stavebn%EDm%20spo%u0159en%ED
52664,4,1288652400,96,44,5,0,145,A,Novela%20z.%20o%20dan%EDch%20z%20p%u0159%EDjm%u016F
52665,4,1288652400,134,3,7,2,146,A,Novela%20z.%20o%20dan%EDch%20z%20p%u0159%EDjm%u016F
52666,4,1288652400,102,41,1,1,145,A,Novela%20z.%20o%20dan%EDch%20z%20p%u0159%EDjm%u016F
52667,4,1288652400,103,40,0,2,145,A,Novela%20z.%20o%20dan%EDch%20z%20p%u0159%EDjm%u016F
52668,0,1288738800,87,24,23,19,153,A,Po%u0159ad%20sch%u016Fze
52669,0,1288738800,138,6,9,3,156,A,Po%u0159ad%20sch%u016Fze
52670,0,1288738800,89,15,28,27,159,A,Po%u0159ad%20sch%u016Fze
52671,0,1288738800,114,10,11,25,160,A,Po%u0159ad%20sch%u016Fze
52672,83,1288738800,106,67,2,7,182,A,Vl.n.p%u016Fsob.sil%20MO%20%u010CR%20v%20zahr.operac%EDch%20v%20letech%202011%20a%202012
52673,83,1288738800,100,45,27,11,183,A,Vl.n.p%u016Fsob.sil%20MO%20%u010CR%20v%20zahr.operac%EDch%20v%20letech%202011%20a%202012
52674,83,1288738800,128,27,26,2,183,A,Vl.n.p%u016Fsob.sil%20MO%20%u010CR%20v%20zahr.operac%EDch%20v%20letech%202011%20a%202012
52675,83,1288738800,56,28,82,18,184,R,Vl.n.p%u016Fsob.sil%20MO%20%u010CR%20v%20zahr.operac%EDch%20v%20letech%202011%20a%202012
52676,41,1288738800,123,2,55,4,184,A,Prot.%20o%20p%u0159echodn%FDch%20ustanoven%EDch%20ke%20Smlouv%u011B%20o%20Evropsk%E9%20unii
52677,43,1288738800,145,0,36,0,181,A,Doh.o%20stabilizaci%20a%20p%u0159idru%u017Een%ED%20mezi%20ES%20a%20Rep.Srbsko
52678,13,1288738800,139,0,38,0,177,A,Novela%20z.%20v%20souvislosti%20se%20stanoven%EDm%20kapit%E1lov%FDch%20po%u017Eadavk%u016F%20-%20EU
52679,13,1288738800,137,1,38,1,177,A,Novela%20z.%20v%20souvislosti%20se%20stanoven%EDm%20kapit%E1lov%FDch%20po%u017Eadavk%u016F%20-%20EU
52680,22,1288738800,81,4,58,34,177,R,Vl.n.z.%20o%20st%E1tn%EDm%20dluhopisov%E9m%20programu
52681,22,1288738800,116,6,16,8,146,A,Vl.n.z.%20o%20st%E1tn%EDm%20dluhopisov%E9m%20programu
52682,22,1288738800,89,7,25,28,149,A,Vl.n.z.%20o%20st%E1tn%EDm%20dluhopisov%E9m%20programu
52683,22,1288738800,91,5,26,32,154,A,Vl.n.z.%20o%20st%E1tn%EDm%20dluhopisov%E9m%20programu
52684,23,1288738800,137,0,21,0,158,A,Novela%20z.%20o%20spot%u0159ebn%EDch%20dan%EDch%20-%20EU
52685,88,1288738800,25,96,35,12,168,R,Novela%20z.%20o%20podpo%u0159e%20vyu%u017E%EDv%E1n%ED%20obnoviteln%FDch%20zdroj%u016F
52686,88,1288738800,156,2,9,6,173,A,Novela%20z.%20o%20podpo%u0159e%20vyu%u017E%EDv%E1n%ED%20obnoviteln%FDch%20zdroj%u016F
52687,24,1288738800,150,0,19,0,169,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
52688,24,1288738800,153,0,17,0,170,A,Novela%20z.%20o%20dani%20z%20p%u0159idan%E9%20hodnoty%20-%20EU
52689,14,1288738800,128,0,39,0,167,A,Novela%20z.%20o%20dr%E1h%E1ch%20-%20EU
52690,25,1288738800,127,0,40,0,167,A,Novela%20celn%EDho%20z%E1kona%20-%20EU
52691,0,1288825200,58,28,22,4,112,A,Po%u0159ad%20sch%u016Fze
52692,0,1288825200,111,0,2,0,113,A,Po%u0159ad%20sch%u016Fze
52693,0,1288825200,58,38,12,5,113,A,Po%u0159ad%20sch%u016Fze
52694,0,1288825200,108,3,2,1,114,A,Po%u0159ad%20sch%u016Fze
52695,82,1288825200,120,1,29,0,150,A,Souhr.zpr%E1va%20o%20%u010Dinnosti%20ve%u0159ejn%E9ho%20ochr%E1nce%20pr%E1v%20za%20rok%202009
52696,68,1288825200,112,1,2,1,116,A,Inf.%20o%20realizaci%20protipovod%u0148ov%FDch%20opat%u0159en%ED%20v%20%u010CR%20za%20rok%202009
52697,69,1288825200,106,1,21,0,128,A,Zpr%E1va%20o%20stavu%20zem%u011Bd%u011Blstv%ED%20%u010CR%20za%20rok%202009
52698,70,1288825200,106,2,24,0,132,A,V%FDro%u010Dn%ED%20zpr%E1va%20o%20%u010Dinnosti%20Pozemkov%E9ho%20fondu%20%u010CR%20za%20rok%202009
52699,71,1288825200,115,2,22,0,139,A,N%E1vrh%20I.%20zm%u011Bny%20rozpo%u010Dtu%20Pozemkov%E9ho%20fondu%20%u010CR%20na%20rok%202010
52700,17,1288825200,120,1,25,0,146,A,Novela%20z.%20o%20ochran%u011B%20ovzdu%u0161%ED
52701,17,1288825200,53,37,42,14,146,R,Novela%20z.%20o%20ochran%u011B%20ovzdu%u0161%ED
52702,17,1288825200,123,1,21,2,147,A,Novela%20z.%20o%20ochran%u011B%20ovzdu%u0161%ED
52703,42,1288825200,88,0,41,0,129,A,%DAmluva%20o%20pou%u017E%EDv%E1n%ED%20informa%u010Dn%ED%20technologie%20pro%20celn%ED%20%FA%u010Dely
52704,44,1288825200,93,0,2,0,95,A,Prot.%20mezi%20%u010CR%20a%20Belgick%FDm%20kr%E1l.%20o%20zamezen%ED%20dvoj%EDho%20zdan%u011Bn%ED
52705,45,1288825200,90,1,9,0,100,A,Vl.n.%20k%20souhlasu%20s%20ratifikac%ED%20Memoranda%20o%20porozum%u011Bn%ED
52706,45,1288825200,98,0,2,0,100,A,Vl.n.%20k%20souhlasu%20s%20ratifikac%ED%20Memoranda%20o%20porozum%u011Bn%ED
52707,46,1288825200,96,0,4,0,100,A,Doh.%20o%20leteck%E9%20doprav%u011B%20mezi%20st%E1ty%20ES%20a%20Kanadou
52708,46,1288825200,97,0,2,0,99,A,Doh.%20o%20leteck%E9%20doprav%u011B%20mezi%20st%E1ty%20ES%20a%20Kanadou
52709,47,1288825200,96,0,5,0,101,A,Prot.%20o%20zm%u011Bn%u011B%20Doh.%20mezi%20st%E1ty%20ES%20a%20USA%20o%20leteck%E9%20doprav%u011B
52710,47,1288825200,101,0,1,0,102,A,Prot.%20o%20zm%u011Bn%u011B%20Doh.%20mezi%20st%E1ty%20ES%20a%20USA%20o%20leteck%E9%20doprav%u011B
52711,48,1288825200,101,0,3,0,104,A,Prot.%20o%20perzistentn%EDch%20organick%FDch%20polutantech
52712,49,1288825200,100,0,4,0,104,A,Sml.mezi%20%u010CR%20a%20vl.%20%u010Cern%E9%20Hory%20o%20v%FDm%u011Bn%u011B%20a%20ochr.%20utaj.informac%ED
52713,50,1288825200,96,0,8,0,104,A,Sml.mezi%20%u010CR%20a%20vl.%20Rumunska%20o%20vz%E1jemn%E9%20ochran%u011B%20utaj.informac%ED
52714,50,1288825200,100,0,4,0,104,A,Sml.mezi%20%u010CR%20a%20vl.%20Rumunska%20o%20vz%E1jemn%E9%20ochran%u011B%20utaj.informac%ED
52715,51,1288825200,99,0,5,0,104,A,Sml.mezi%20%u010CR%20a%20Bosnou%20a%20Herc.o%20v%FDm%u011Bn%u011B%20a%20ochr.%20utaj.%20informac%ED
52716,63,1288825200,73,2,22,0,97,A,Informace%20o%20podpo%u0159en%E9m%20financov%E1n%ED%20za%20rok%202009
52717,63,1288825200,85,0,15,0,100,A,Informace%20o%20podpo%u0159en%E9m%20financov%E1n%ED%20za%20rok%202009
52718,64,1288825200,91,0,12,0,103,A,Inf.%20o%20poji%u0161%u0165ov%E1n%ED%20v%FDvozu%20se%20st%E1tn%ED%20podporou%20%281%20-%2012/2009%29
52719,65,1288825200,94,0,8,0,102,A,V%FDro%u010Dn%ED%20zpr%E1va%20%u010Cesk%E9ho%20telekomunika%u010Dn%EDho%20%FA%u0159adu%20za%20rok%202009
52720,62,1288825200,60,6,21,16,103,A,P%u0159ehled%20o%20%u010Dinnosti%20cenov%FDch%20kontroln%EDch%20org%E1n%u016F%20za%20rok%202009
52721,66,1288825200,81,0,5,5,91,A,Strategie%20boje%20proti%20extremismu%20v%20roce%202009
52722,0,1288911600,77,56,5,1,139,A,Po%u0159ad%20sch%u016Fze
52723,0,1288911600,130,1,7,2,140,A,Po%u0159ad%20sch%u016Fze
52724,0,1288911600,104,3,11,25,143,A,Po%u0159ad%20sch%u016Fze
52725,0,1288911600,140,1,3,1,145,A,Po%u0159ad%20sch%u016Fze
52726,0,1288911600,143,0,3,1,147,A,Po%u0159ad%20sch%u016Fze
52727,53,1288911600,140,0,10,1,151,A,Novela%20z.%20o%20krizov%E9m%20%u0159%EDzen%ED%20-%20EU
52728,53,1288911600,134,0,11,6,151,A,Novela%20z.%20o%20krizov%E9m%20%u0159%EDzen%ED%20-%20EU
52729,57,1288911600,109,2,15,27,153,A,Novela%20z.%20o%20z%E1kladn%EDch%20registrech
52730,57,1288911600,106,3,15,29,153,A,Novela%20z.%20o%20z%E1kladn%EDch%20registrech
52731,57,1288911600,109,2,13,29,153,A,Novela%20z.%20o%20z%E1kladn%EDch%20registrech
52732,57,1288911600,100,0,22,31,153,A,Novela%20z.%20o%20z%E1kladn%EDch%20registrech
52733,57,1288911600,100,21,18,15,154,A,Novela%20z.%20o%20z%E1kladn%EDch%20registrech
52734,57,1288911600,103,11,23,17,154,A,Novela%20z.%20o%20z%E1kladn%EDch%20registrech
52735,52,1288911600,128,0,16,8,152,A,Novela%20z.%20o%20%FA%u010Detnictv%ED%20-%20EU
52736,52,1288911600,136,1,12,4,153,A,Novela%20z.%20o%20%FA%u010Detnictv%ED%20-%20EU
52737,54,1288911600,130,0,18,2,150,A,Vl.n.z.%20o%20finan%u010Dn%EDm%20zaji%u0161t%u011Bn%ED%20-%20EU
52738,55,1288911600,130,0,21,2,153,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1kon%u016F%20v%20souvisl.%20s%20p%u0159ij.%20z%E1k.o%20fin.zaji%u0161t%u011Bn%ED%20-%20EU
52739,55,1288911600,129,2,20,2,153,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1kon%u016F%20v%20souvisl.%20s%20p%u0159ij.%20z%E1k.o%20fin.zaji%u0161t%u011Bn%ED%20-%20EU
52740,55,1288911600,133,0,18,2,153,A,Vl.n.z.%20o%20zm%u011Bn%u011B%20z%E1kon%u016F%20v%20souvisl.%20s%20p%u0159ij.%20z%E1k.o%20fin.zaji%u0161t%u011Bn%ED%20-%20EU
